transaction_key,client_key,article_key,date_key,montant_usd,note_avis,mode_paiement,date_achat
1963,4075,40,20230817,117.0,1.5,Cash,2023-08-17
1964,4075,12,20230828,173.0,,Cash,2023-08-28
1965,4075,48,20230902,93.0,3.4,Credit Card,2023-09-02
1966,4075,37,20230904,100.0,4.4,Credit Card,2023-09-04
1967,4075,10,20230925,24.0,3.3,Credit Card,2023-09-25
1968,4076,12,20221003,130.0,2.9,Credit Card,2022-10-03
1969,4076,25,20221005,70.0,3.2,Credit Card,2022-10-05
1970,4076,42,20221012,31.0,2.2,Cash,2022-10-12
1971,4076,42,20221114,174.0,2.9,Credit Card,2022-11-14
1972,4076,46,20221206,11.0,2.6,Credit Card,2022-12-06
1973,4076,11,20221219,57.0,1.5,Credit Card,2022-12-19
1974,4076,15,20230216,68.0,2.2,Credit Card,2023-02-16
1975,4076,6,20230312,121.0,,Credit Card,2023-03-12
1976,4076,40,20230403,26.0,3.1,Cash,2023-04-03
1977,4076,33,20230607,94.0,4.8,Cash,2023-06-07
1978,4076,26,20230630,146.0,3.7,Credit Card,2023-06-30
1979,4077,46,20221110,181.0,3.0,Credit Card,2022-11-10
1980,4077,7,20221116,152.0,1.5,Credit Card,2022-11-16
1981,4077,14,20221125,54.0,3.9,Credit Card,2022-11-25
1982,4077,23,20221208,99.0,3.6,Credit Card,2022-12-08
1983,4077,4,20221219,194.0,1.6,Credit Card,2022-12-19
1984,4077,46,20221226,167.0,1.8,Cash,2022-12-26
1985,4077,49,20230108,27.0,4.6,Credit Card,2023-01-08
1986,4077,39,20230109,75.0,4.1,Credit Card,2023-01-09
1987,4077,42,20230130,67.0,4.7,Credit Card,2023-01-30
1988,4077,7,20230216,18.0,2.4,Cash,2023-02-16
1989,4077,40,20230301,167.0,1.1,Credit Card,2023-03-01
1990,4077,16,20230315,131.0,3.0,Cash,2023-03-15
1991,4077,22,20230413,54.0,,Cash,2023-04-13
1992,4077,39,20230504,54.0,1.6,Cash,2023-05-04
1993,4077,14,20230505,173.0,3.6,Credit Card,2023-05-05
1994,4077,17,20230522,190.0,2.2,Credit Card,2023-05-22
1995,4077,30,20230601,188.0,4.6,Credit Card,2023-06-01
1996,4077,24,20230723,197.0,3.2,Credit Card,2023-07-23
1997,4077,9,20230903,186.0,4.7,Credit Card,2023-09-03
1998,4078,3,20221005,125.0,2.6,Cash,2022-10-05
1999,4078,21,20221007,45.0,3.6,Credit Card,2022-10-07
2000,4078,4,20221026,159.0,1.5,Credit Card,2022-10-26
2001,4078,47,20221110,99.0,2.3,Cash,2022-11-10
2002,4078,26,20221124,35.0,,Cash,2022-11-24
2003,4078,17,20221220,54.0,,Credit Card,2022-12-20
2004,4078,3,20230105,98.0,2.3,Credit Card,2023-01-05
2005,4078,14,20230128,199.0,3.4,Cash,2023-01-28
2006,4078,8,20230204,26.0,3.0,Credit Card,2023-02-04
2007,4078,50,20230207,163.0,4.7,Credit Card,2023-02-07
2008,4078,49,20230213,57.0,3.3,Cash,2023-02-13
2009,4078,41,20230217,57.0,4.6,Credit Card,2023-02-17
2010,4078,41,20230303,161.0,3.3,Cash,2023-03-03
2011,4078,10,20230316,146.0,3.4,Credit Card,2023-03-16
2012,4078,12,20230328,56.0,3.2,Cash,2023-03-28
2013,4078,7,20230409,186.0,3.4,Cash,2023-04-09
2014,4078,22,20230503,76.0,,Cash,2023-05-03
2015,4078,29,20230512,160.0,3.0,Credit Card,2023-05-12
2016,4078,3,20230603,92.0,4.1,Credit Card,2023-06-03
2017,4078,35,20230625,143.0,1.6,Credit Card,2023-06-25
2018,4078,15,20230629,126.0,2.1,Credit Card,2023-06-29
2019,4078,35,20230710,191.0,4.2,Credit Card,2023-07-10
2020,4078,20,20230728,175.0,3.4,Cash,2023-07-28
2021,4078,31,20230728,77.0,4.5,Cash,2023-07-28
2022,4078,43,20230810,45.0,4.2,Credit Card,2023-08-10
2023,4078,45,20230831,108.0,4.8,Credit Card,2023-08-31
2024,4078,40,20230911,175.0,2.6,Credit Card,2023-09-11
2025,4078,28,20230926,12.0,2.9,Cash,2023-09-26
2026,4079,38,20221211,141.0,1.6,Credit Card,2022-12-11
2027,4079,17,20221225,180.0,,Cash,2022-12-25
2028,4079,16,20230123,155.0,2.2,Credit Card,2023-01-23
2029,4079,44,20230427,82.0,3.7,Credit Card,2023-04-27
2030,4079,8,20230716,112.0,2.6,Cash,2023-07-16
2031,4079,8,20230728,132.0,5.0,Cash,2023-07-28
2032,4080,32,20221103,163.0,3.9,Cash,2022-11-03
2033,4080,23,20221211,2914.0,4.5,Credit Card,2022-12-11
2034,4080,2,20230312,92.0,,Credit Card,2023-03-12
2035,4080,10,20230407,170.0,2.5,Credit Card,2023-04-07
2036,4080,44,20230410,128.0,3.0,Credit Card,2023-04-10
2037,4080,39,20230416,84.0,4.2,Cash,2023-04-16
2038,4080,1,20230427,162.0,5.0,Credit Card,2023-04-27
2039,4080,19,20230517,136.0,3.7,Cash,2023-05-17
2040,4080,49,20230813,131.0,,Credit Card,2023-08-13
2041,4080,47,20230816,53.0,4.0,Cash,2023-08-16
2042,4080,34,20230830,106.0,2.5,Cash,2023-08-30
2043,4080,38,20230914,37.0,2.4,Cash,2023-09-14
2044,4080,9,20230921,166.0,3.4,Credit Card,2023-09-21
2045,4080,25,20230922,29.0,2.4,Credit Card,2023-09-22
2046,4081,42,20221003,191.0,3.9,Cash,2022-10-03
2047,4081,20,20221016,25.0,3.2,Cash,2022-10-16
2048,4081,22,20221101,144.0,1.2,Credit Card,2022-11-01
